Marker Env_1 Loglikelihood Gscore WaldScore NumError Efron McFadden McFaddenAdj CoxSnell Nagelkerke AIC BIC Beta_0 Beta_1
ARS-BFGL-NGS-46098_CC pop1 -216.4096689254431674226 372.9520452447733224466 171.0631529112095935152 0 0.5086556798808689761754 0.4628509439140719145911 0.4578867566968086681299 0.4396076315643027311174 0.6158365412979837645699 436.8193378508863348453 445.7547353030950426922 1.210570198655600382995 59.28727258699592675764
Hapmap41762-BTA-117570_CC pop1 -194.7185632421509769441 402.0431500759160433067 166.6227456292971407237 0 0.5536034073900157971614 0.5079635740554395157277 0.5029097526040900973223 0.4643587253644567292964 0.6564144961456895219481 393.4371264843019538882 402.3725239365106617351 1.422000253183087856265 65.2537744040551178637
Hapmap28985-BTA-73836_CC pop1 -275.5754181658169942315 236.9933326862732549944 153.5274023292731456897 0 0.3388037549891446944205 0.3006979458867107138169 0.29562273229351198402 0.3078842505692092238563 0.4361601017477503066061 555.150836331633988463 564.0862337838426963099 -1.143923298709868248781 -39.75513936932828251009
Hapmap23956-BTA-36867_TT pop1 -337.2910609586905233415 211.4155810484954052253 139.590003267820005034 0 0.2993340197488647141141 0.2386186559409600640839 0.2341039715500073518407 0.2798423004051316182925 0.3744432387841228975194 678.5821219173810466829 687.5175193695897545298 -0.1802725525577345026064 -36.09805716067903260183
BTA-122374-no-rs_AA pop1 -301.4044019629245439451 266.7127009617375795747 136.8112031257864633638 0 0.3767494356629463798437 0.3067350254853313673976 0.3021347942345618682288 0.3390982950523632494136 0.4577407361630262962421 606.8088039258490878902 615.7442013780577957371 -0.8462428034245322652773 50.62258169124358704247
ARS-BFGL-NGS-106520_GG pop1 -268.6194950303276851866 191.410089857005308922 135.7971033030200027208 0 0.2849813456054225480388 0.2626917334180057810489 0.257202122423846547578 0.2571199121272422692349 0.3795506350670878822917 541.2389900606553703732 550.1743875128640782202 -1.443116116275484415651 -35.40647072827729224115
BTA-73842-no-rs_TT pop1 -225.746587893177487083 195.5604612487292130463 131.9217571968738493132 0 0.3090920155931235669853 0.3022322262877963562795 0.2960503585552715575787 0.2686745732023513798768 0.4166303809463815264547 455.4931757863549741661 464.3686790858277764205 -1.828322542342443813961 -38.90708537703924144169
BTA-73842-no-rs_CC pop1 -305.0511144470738367218 239.2796650143610391881 130.1615752433059592097 0 0.3367976942738937913254 0.2817103434043003996304 0.277001036520451447958 0.3180830917849202962812 0.4280573247663834402443 614.1022288941476734436 622.977732193620475698 -0.7203651872779670363488 46.43293697753902610215
BTA-122374-no-rs_GG pop1 -224.5530258232764595355 179.0010126472315042101 124.8436355848913364291 0 0.2841061614715485322824 0.2849848741129703125273 0.2786165330650990843136 0.2426667387522178000333 0.3895576795444093092912 453.1060516465529190711 462.041449098761626918 -2.002425809502061185719 -37.16198785464211950397
ARS-BFGL-NGS-106520_AA pop1 -312.3526362905606914566 225.8407820445209907012 123.4915615071768064809 0 0.3099636301062256410455 0.2655244602174095056718 0.2608215990633940985612 0.295794064912128210087 0.4035070688476542854312 628.7052725811213829132 637.6406700333300907602 -0.9698135074361377915659 45.74791506015121576867
Hapmap28985-BTA-73836_GG pop1 -293.1942028380449480618 217.8528363750472471305 112.6459523292513683276 0 0.3078250991688969228992 0.2708799611164372738814 0.2659063290880692700057 0.2870049505248880323399 0.4024426195456149534912 590.3884056760898961236 599.3238031282986039705 -1.399877497165918227334 49.66639588071360312746
Hapmap41762-BTA-117570_CT pop1 -278.2258922667819951435 135.4185082358460386898 108.1962234869747608787 0 0.181627455217220221725 0.1957281728252769372432 0.1899467423435766051686 0.1896404060666250424223 0.2879996472395679330404 560.4517845335639902871 569.387181985772698134 -1.516748807614834696172 -29.01623225736404030305
ARS-BFGL-NGS-46098_CT pop1 -293.1922934324541027973 126.7084619829720470996 103.5425233787180810882 0 0.1666593229643973341132 0.1776885389469025419294 0.1720791728109366094447 0.1786059080627096254889 0.2667568015486581861726 590.3845868649082055946 599.3199843171169134415 -1.389884844559945229229 -27.37116520472991946199
ARS-BFGL-NGS-46098_CC prec7 -345.1022785352525477642 115.5668260251545617634 87.8980440191374593345 0 0.1898122673073297110623 0.1434238401234394376296 0.1384596529061761911684 0.1642715951038740898474 0.2301244193652607116976 694.2045570705050955285 703.1399545227138033754 -2.259825058676187629989 0.03199965058325078527489
Hapmap28985-BTA-73836_GG bio3 -347.4788346054740783564 109.2835728401889865413 81.14646077707817947711 0 0.1753334585995529362442 0.1358840695131129117112 0.1309104374847449078355 0.1560778170071152208325 0.2188546414075102184712 698.9576692109481567128 707.8930666631568645597 19.01265893311131866851 -0.2498964140850300708676
